档,uid,recognition_path,enrollment_path,ref,vanilla_text,vanilla_cer,max_sim,rec_sec,enroll_sec,难点类别,备注
2_严重0.5-1,cmd_2383,E:\midea_target_asr\datasetA\pos\cmd_2383.wav,E:\midea_target_asr\datasetA\pos\kws_2383.wav,防直吹,都是,1.0,0.0925,1.69,2.24,,
2_严重0.5-1,cmd_2390,E:\midea_target_asr\datasetA\pos\cmd_2390.wav,E:\midea_target_asr\datasetA\pos\kws_2390.wav,关闭节能模式,我没听到母亲,1.0,0.3245,1.97,1.97,,
2_严重0.5-1,cmd_2394,E:\midea_target_asr\datasetA\pos\cmd_2394.wav,E:\midea_target_asr\datasetA\pos\kws_2394.wav,开开空调,正式实现,1.0,0.15,1.63,2.06,,
2_严重0.5-1,cmd_2398,E:\midea_target_asr\datasetA\pos\cmd_2398.wav,E:\midea_target_asr\datasetA\pos\kws_2398.wav,骨质疏松不适宜吃什么,你下百一雙胸脂肪,1.0,0.3018,4.1,3.5,,
2_严重0.5-1,cmd_2401,E:\midea_target_asr\datasetA\pos\cmd_2401.wav,E:\midea_target_asr\datasetA\pos\kws_2401.wav,打开显示屏,教育偵探,1.0,0.3089,1.98,1.89,,
2_严重0.5-1,cmd_2403,E:\midea_target_asr\datasetA\pos\cmd_2403.wav,E:\midea_target_asr\datasetA\pos\kws_2403.wav,防直吹模式,好,1.0,0.1565,2.32,2.38,,
2_严重0.5-1,cmd_2405,E:\midea_target_asr\datasetA\pos\cmd_2405.wav,E:\midea_target_asr\datasetA\pos\kws_2405.wav,给我放下一个路口,微博网友,1.0,0.104,2.47,1.46,,
2_严重0.5-1,cmd_2409,E:\midea_target_asr\datasetA\pos\cmd_2409.wav,E:\midea_target_asr\datasetA\pos\kws_2409.wav,打开ECO模式,變軟科技,1.0,0.2991,2.27,1.69,,
2_严重0.5-1,cmd_2415,E:\midea_target_asr\datasetA\pos\cmd_2415.wav,E:\midea_target_asr\datasetA\pos\kws_2415.wav,风速调自动,去滑原地區,1.0,0.1699,1.96,1.95,,
2_严重0.5-1,cmd_2420,E:\midea_target_asr\datasetA\pos\cmd_2420.wav,E:\midea_target_asr\datasetA\pos\kws_2420.wav,把温度调到二十四度,那么低周对周边,1.0,0.0973,2.74,1.94,,
2_严重0.5-1,cmd_2426,E:\midea_target_asr\datasetA\pos\cmd_2426.wav,E:\midea_target_asr\datasetA\pos\kws_2426.wav,拆滤网的步骤,我想听说说,1.0,0.2314,2.44,2.34,,
2_严重0.5-1,cmd_2428,E:\midea_target_asr\datasetA\pos\cmd_2428.wav,E:\midea_target_asr\datasetA\pos\kws_2428.wav,播放我爸爸我妈妈,小狼的演員有,1.0,0.3638,3.3,2.92,,
2_严重0.5-1,cmd_2430,E:\midea_target_asr\datasetA\pos\cmd_2430.wav,E:\midea_target_asr\datasetA\pos\kws_2430.wav,风摆向右,親自相約,1.0,0.2011,1.89,1.93,,
2_严重0.5-1,cmd_2431,E:\midea_target_asr\datasetA\pos\cmd_2431.wav,E:\midea_target_asr\datasetA\pos\kws_2431.wav,打开ECO模式,A-A-T-R,1.0,0.2922,1.83,1.87,,
2_严重0.5-1,cmd_2432,E:\midea_target_asr\datasetA\pos\cmd_2432.wav,E:\midea_target_asr\datasetA\pos\kws_2432.wav,播放寻找快活林完,想要下线拉的,1.0,0.1383,3.32,2.43,,
2_严重0.5-1,cmd_2436,E:\midea_target_asr\datasetA\pos\cmd_2436.wav,E:\midea_target_asr\datasetA\pos\kws_2436.wav,科技不怕问我想听,在这边,1.0,0.2839,2.71,1.72,,
2_严重0.5-1,cmd_2441,E:\midea_target_asr\datasetA\pos\cmd_2441.wav,E:\midea_target_asr\datasetA\pos\kws_2441.wav,关闭ECO模式,我书房大人,1.0,0.2207,2.45,2.82,,
2_严重0.5-1,cmd_2443,E:\midea_target_asr\datasetA\pos\cmd_2443.wav,E:\midea_target_asr\datasetA\pos\kws_2443.wav,开到十八度,180匹,1.0,0.0968,1.72,1.72,,
2_严重0.5-1,cmd_2446,E:\midea_target_asr\datasetA\pos\cmd_2446.wav,E:\midea_target_asr\datasetA\pos\kws_2446.wav,开启自动模式,来一首维多,1.0,0.1201,1.98,2.23,,
2_严重0.5-1,cmd_2447,E:\midea_target_asr\datasetA\pos\cmd_2447.wav,E:\midea_target_asr\datasetA\pos\kws_2447.wav,关下空调,刮一下后条,1.0,0.2461,2.34,2.48,,
2_严重0.5-1,cmd_2464,E:\midea_target_asr\datasetA\pos\cmd_2464.wav,E:\midea_target_asr\datasetA\pos\kws_2464.wav,黑发哪些食物需要忌口,貓鼓器,1.0,0.1747,2.95,2.64,,
2_严重0.5-1,cmd_2467,E:\midea_target_asr\datasetA\pos\cmd_2467.wav,E:\midea_target_asr\datasetA\pos\kws_2467.wav,开到二十一度,有高原的名字,1.0,0.0953,1.7,1.59,,
2_严重0.5-1,cmd_2468,E:\midea_target_asr\datasetA\pos\cmd_2468.wav,E:\midea_target_asr\datasetA\pos\kws_2468.wav,关闭显示屏,安倍先生,1.0,0.4377,1.57,1.44,,
2_严重0.5-1,cmd_2478,E:\midea_target_asr\datasetA\pos\cmd_2478.wav,E:\midea_target_asr\datasetA\pos\kws_2478.wav,无风感,我放,1.0,0.215,2.42,2.3,,
2_严重0.5-1,cmd_2480,E:\midea_target_asr\datasetA\pos\cmd_2480.wav,E:\midea_target_asr\datasetA\pos\kws_2480.wav,开到二十八度,房子是个豪宅,1.0,0.2503,2.0,2.01,,
2_严重0.5-1,cmd_2481,E:\midea_target_asr\datasetA\pos\cmd_2481.wav,E:\midea_target_asr\datasetA\pos\kws_2481.wav,开到二十八度,可以,1.0,0.1266,1.75,3.02,,
2_严重0.5-1,cmd_2484,E:\midea_target_asr\datasetA\pos\cmd_2484.wav,E:\midea_target_asr\datasetA\pos\kws_2484.wav,便秘不可以吃什么,来看这只公司,1.0,0.156,2.7,1.99,,
2_严重0.5-1,cmd_2485,E:\midea_target_asr\datasetA\pos\cmd_2485.wav,E:\midea_target_asr\datasetA\pos\kws_2485.wav,风速调低,公主挑起,1.0,0.1141,2.81,1.89,,
2_严重0.5-1,cmd_2486,E:\midea_target_asr\datasetA\pos\cmd_2486.wav,E:\midea_target_asr\datasetA\pos\kws_2486.wav,吃什么有利于皮肤粗糙,在八分之后,1.0,0.2395,3.91,2.51,,
2_严重0.5-1,cmd_2488,E:\midea_target_asr\datasetA\pos\cmd_2488.wav,E:\midea_target_asr\datasetA\pos\kws_2488.wav,把空调关上,把公里的公主,1.0,0.1047,2.41,2.6,,
2_严重0.5-1,cmd_2494,E:\midea_target_asr\datasetA\pos\cmd_2494.wav,E:\midea_target_asr\datasetA\pos\kws_2494.wav,高速风,面粗雜,1.0,0.2427,2.58,1.9,,
2_严重0.5-1,cmd_2502,E:\midea_target_asr\datasetA\pos\cmd_2502.wav,E:\midea_target_asr\datasetA\pos\kws_2502.wav,风向下吹,像下水水,1.0,0.0402,2.39,1.82,,
2_严重0.5-1,cmd_2507,E:\midea_target_asr\datasetA\pos\cmd_2507.wav,E:\midea_target_asr\datasetA\pos\kws_2507.wav,胆固醇高不能吃什么,荷台的楼是整层,1.0,0.1418,3.06,1.5,,
2_严重0.5-1,cmd_2515,E:\midea_target_asr\datasetA\pos\cmd_2515.wav,E:\midea_target_asr\datasetA\pos\kws_2515.wav,风往左吹,方法,1.0,0.2023,2.51,4.63,,
2_严重0.5-1,cmd_2516,E:\midea_target_asr\datasetA\pos\cmd_2516.wav,E:\midea_target_asr\datasetA\pos\kws_2516.wav,风速调低,我手挑滴,1.0,0.3093,1.75,1.99,,
2_严重0.5-1,cmd_2518,E:\midea_target_asr\datasetA\pos\cmd_2518.wav,E:\midea_target_asr\datasetA\pos\kws_2518.wav,风向向下,放生性下来,1.0,0.1279,1.8,2.64,,
2_严重0.5-1,cmd_2519,E:\midea_target_asr\datasetA\pos\cmd_2519.wav,E:\midea_target_asr\datasetA\pos\kws_2519.wav,风速调到最大风,八三二十零,1.0,0.2802,2.46,1.97,,
2_严重0.5-1,cmd_2520,E:\midea_target_asr\datasetA\pos\cmd_2520.wav,E:\midea_target_asr\datasetA\pos\kws_2520.wav,开到二十八度,太长28多,1.0,0.1601,1.66,1.66,,
2_严重0.5-1,cmd_2525,E:\midea_target_asr\datasetA\pos\cmd_2525.wav,E:\midea_target_asr\datasetA\pos\kws_2525.wav,高血糖适合吃哪些食物,黄北熟悉有什么,1.0,0.3056,4.11,1.85,,
2_严重0.5-1,cmd_2526,E:\midea_target_asr\datasetA\pos\cmd_2526.wav,E:\midea_target_asr\datasetA\pos\kws_2526.wav,风速调到百分之九十,您是早上回事,1.0,0.3333,2.15,1.95,,
2_严重0.5-1,cmd_2533,E:\midea_target_asr\datasetA\pos\cmd_2533.wav,E:\midea_target_asr\datasetA\pos\kws_2533.wav,开启防直吹模式,太行,1.0,0.5434,2.88,1.53,,
2_严重0.5-1,cmd_2535,E:\midea_target_asr\datasetA\pos\cmd_2535.wav,E:\midea_target_asr\datasetA\pos\kws_2535.wav,播放聊音乐,好,1.0,0.2534,1.98,1.71,,
2_严重0.5-1,cmd_2541,E:\midea_target_asr\datasetA\pos\cmd_2541.wav,E:\midea_target_asr\datasetA\pos\kws_2541.wav,关屏显,彎平,1.0,0.2375,2.45,1.8,,
2_严重0.5-1,cmd_2542,E:\midea_target_asr\datasetA\pos\cmd_2542.wav,E:\midea_target_asr\datasetA\pos\kws_2542.wav,播放胖哥电影说,他们认为中介,1.0,0.3033,2.45,2.24,,
2_严重0.5-1,cmd_2545,E:\midea_target_asr\datasetA\pos\cmd_2545.wav,E:\midea_target_asr\datasetA\pos\kws_2545.wav,开到十九度,是2.1,1.0,0.18,2.84,2.48,,
2_严重0.5-1,cmd_2546,E:\midea_target_asr\datasetA\pos\cmd_2546.wav,E:\midea_target_asr\datasetA\pos\kws_2546.wav,降低风量,郑州防徽,1.0,0.246,1.8,2.55,,
2_严重0.5-1,cmd_2549,E:\midea_target_asr\datasetA\pos\cmd_2549.wav,E:\midea_target_asr\datasetA\pos\kws_2549.wav,降低一度,整车制造,1.0,0.4605,1.67,2.32,,
2_严重0.5-1,cmd_2551,E:\midea_target_asr\datasetA\pos\cmd_2551.wav,E:\midea_target_asr\datasetA\pos\kws_2551.wav,关掉空调,一步吧,1.0,0.1276,1.47,2.33,,
2_严重0.5-1,cmd_2553,E:\midea_target_asr\datasetA\pos\cmd_2553.wav,E:\midea_target_asr\datasetA\pos\kws_2553.wav,腹泻适宜吃什么,那些是遗迟,1.0,-0.025,2.7,1.68,,
2_严重0.5-1,cmd_2560,E:\midea_target_asr\datasetA\pos\cmd_2560.wav,E:\midea_target_asr\datasetA\pos\kws_2560.wav,播放我爱幼儿园全,5 4 3 7,1.0,0.487,2.65,2.35,,
2_严重0.5-1,cmd_2563,E:\midea_target_asr\datasetA\pos\cmd_2563.wav,E:\midea_target_asr\datasetA\pos\kws_2563.wav,启动制冷模式,起到水落了,1.0,0.1952,2.07,1.62,,
2_严重0.5-1,cmd_2566,E:\midea_target_asr\datasetA\pos\cmd_2566.wav,E:\midea_target_asr\datasetA\pos\kws_2566.wav,把风速调小一点,涉獵或增資或股,1.0,0.1606,2.07,1.98,,
2_严重0.5-1,cmd_2568,E:\midea_target_asr\datasetA\pos\cmd_2568.wav,E:\midea_target_asr\datasetA\pos\kws_2568.wav,风速最大,好想念,1.0,0.2758,1.6,1.54,,
2_严重0.5-1,cmd_2571,E:\midea_target_asr\datasetA\pos\cmd_2571.wav,E:\midea_target_asr\datasetA\pos\kws_2571.wav,打开显示屏,把20块,1.0,0.2003,1.85,1.71,,
2_严重0.5-1,cmd_2572,E:\midea_target_asr\datasetA\pos\cmd_2572.wav,E:\midea_target_asr\datasetA\pos\kws_2572.wav,上边吹,3.4,1.0,0.4372,1.89,2.5,,
2_严重0.5-1,cmd_2574,E:\midea_target_asr\datasetA\pos\cmd_2574.wav,E:\midea_target_asr\datasetA\pos\kws_2574.wav,出现异常声响,接受康熙撤峰,1.0,0.3932,2.11,1.83,,
2_严重0.5-1,cmd_2580,E:\midea_target_asr\datasetA\pos\cmd_2580.wav,E:\midea_target_asr\datasetA\pos\kws_2580.wav,调到除湿模式,KFJF,1.0,0.114,3.3,1.64,,
2_严重0.5-1,cmd_2581,E:\midea_target_asr\datasetA\pos\cmd_2581.wav,E:\midea_target_asr\datasetA\pos\kws_2581.wav,温度二十五度,916213,1.0,0.2768,1.84,2.72,,
2_严重0.5-1,cmd_2583,E:\midea_target_asr\datasetA\pos\cmd_2583.wav,E:\midea_target_asr\datasetA\pos\kws_2583.wav,风速调到百分之六十,在创臉處境界,1.0,0.2349,2.08,2.48,,
2_严重0.5-1,cmd_2585,E:\midea_target_asr\datasetA\pos\cmd_2585.wav,E:\midea_target_asr\datasetA\pos\kws_2585.wav,放首歌吧,我可以走,1.0,0.1692,1.83,2.06,,
2_严重0.5-1,cmd_2593,E:\midea_target_asr\datasetA\pos\cmd_2593.wav,E:\midea_target_asr\datasetA\pos\kws_2593.wav,关屏显,地球,1.0,0.3042,1.6,1.92,,
2_严重0.5-1,cmd_2597,E:\midea_target_asr\datasetA\pos\cmd_2597.wav,E:\midea_target_asr\datasetA\pos\kws_2597.wav,播放育儿早教纯干货分享,抱歉有種要吃他或是,1.0,0.2344,3.76,2.03,,
2_严重0.5-1,cmd_2599,E:\midea_target_asr\datasetA\pos\cmd_2599.wav,E:\midea_target_asr\datasetA\pos\kws_2599.wav,风向调到右边,逢小潮光约你,1.0,0.3235,2.31,1.98,,
2_严重0.5-1,cmd_2600,E:\midea_target_asr\datasetA\pos\cmd_2600.wav,E:\midea_target_asr\datasetA\pos\kws_2600.wav,富含热量的食物有哪些,全场观看比赛,1.0,0.3808,3.39,2.33,,
2_严重0.5-1,cmd_2606,E:\midea_target_asr\datasetA\pos\cmd_2606.wav,E:\midea_target_asr\datasetA\pos\kws_2606.wav,开防直吹,去市场,1.0,0.299,2.2,2.19,,
2_严重0.5-1,cmd_2609,E:\midea_target_asr\datasetA\pos\cmd_2609.wav,E:\midea_target_asr\datasetA\pos\kws_2609.wav,打开屏幕,张国伟,1.0,0.1383,1.71,1.86,,
2_严重0.5-1,cmd_2610,E:\midea_target_asr\datasetA\pos\cmd_2610.wav,E:\midea_target_asr\datasetA\pos\kws_2610.wav,风速调到最高,好想要做,1.0,0.1501,1.91,2.25,,
2_严重0.5-1,cmd_2622,E:\midea_target_asr\datasetA\pos\cmd_2622.wav,E:\midea_target_asr\datasetA\pos\kws_2622.wav,播放专注,好,1.0,0.203,1.85,1.7,,
2_严重0.5-1,cmd_2624,E:\midea_target_asr\datasetA\pos\cmd_2624.wav,E:\midea_target_asr\datasetA\pos\kws_2624.wav,关闭显示屏,管笔先試拼,1.0,0.3725,2.77,1.65,,
2_严重0.5-1,cmd_2625,E:\midea_target_asr\datasetA\pos\cmd_2625.wav,E:\midea_target_asr\datasetA\pos\kws_2625.wav,播放一千零一夜故事,好吃,1.0,0.2744,2.68,1.66,,
2_严重0.5-1,cmd_2629,E:\midea_target_asr\datasetA\pos\cmd_2629.wav,E:\midea_target_asr\datasetA\pos\kws_2629.wav,便秘适宜吃什么,13107,1.0,0.1567,2.72,2.01,,
2_严重0.5-1,cmd_2633,E:\midea_target_asr\datasetA\pos\cmd_2633.wav,E:\midea_target_asr\datasetA\pos\kws_2633.wav,往上扫风,二十五,1.0,0.1794,1.61,1.75,,
2_严重0.5-1,cmd_2634,E:\midea_target_asr\datasetA\pos\cmd_2634.wav,E:\midea_target_asr\datasetA\pos\kws_2634.wav,骨质疏松不适宜吃什么,房地产研究员,1.0,0.3141,2.72,4.1,,
2_严重0.5-1,cmd_2653,E:\midea_target_asr\datasetA\pos\cmd_2653.wav,E:\midea_target_asr\datasetA\pos\kws_2653.wav,防直吹模式,光绝川有事,1.0,0.3898,2.01,1.91,,
2_严重0.5-1,cmd_2655,E:\midea_target_asr\datasetA\pos\cmd_2655.wav,E:\midea_target_asr\datasetA\pos\kws_2655.wav,播放绝句唐杜甫,都上學去防守,1.0,0.1413,2.64,1.65,,
2_严重0.5-1,cmd_2660,E:\midea_target_asr\datasetA\pos\cmd_2660.wav,E:\midea_target_asr\datasetA\pos\kws_2660.wav,富含硒的食物有哪些,他们还有西的水里就是哪些,1.0,0.2556,2.62,1.48,,
2_严重0.5-1,cmd_2661,E:\midea_target_asr\datasetA\pos\cmd_2661.wav,E:\midea_target_asr\datasetA\pos\kws_2661.wav,开机空调,看清挑,1.0,0.0973,1.79,2.77,,
2_严重0.5-1,cmd_2662,E:\midea_target_asr\datasetA\pos\cmd_2662.wav,E:\midea_target_asr\datasetA\pos\kws_2662.wav,关掉智清洁,雞胸,1.0,0.2338,1.86,2.76,,
2_严重0.5-1,cmd_2663,E:\midea_target_asr\datasetA\pos\cmd_2663.wav,E:\midea_target_asr\datasetA\pos\kws_2663.wav,产妇哪些食物需要忌口,这下手机,1.0,0.3739,2.75,1.52,,
2_严重0.5-1,cmd_2667,E:\midea_target_asr\datasetA\pos\cmd_2667.wav,E:\midea_target_asr\datasetA\pos\kws_2667.wav,把温度调到二十一度,好,1.0,0.0495,2.17,1.99,,
2_严重0.5-1,cmd_2671,E:\midea_target_asr\datasetA\pos\cmd_2671.wav,E:\midea_target_asr\datasetA\pos\kws_2671.wav,播放苦命人,电视的点,1.0,0.3906,2.39,2.08,,
2_严重0.5-1,cmd_2673,E:\midea_target_asr\datasetA\pos\cmd_2673.wav,E:\midea_target_asr\datasetA\pos\kws_2673.wav,ECO模式,你随口我身,1.0,0.3612,2.68,2.5,,
2_严重0.5-1,cmd_2676,E:\midea_target_asr\datasetA\pos\cmd_2676.wav,E:\midea_target_asr\datasetA\pos\kws_2676.wav,空调十七度,那,1.0,0.2331,1.67,2.5,,
2_严重0.5-1,cmd_2680,E:\midea_target_asr\datasetA\pos\cmd_2680.wav,E:\midea_target_asr\datasetA\pos\kws_2680.wav,播放大红妈妈精心讲绘本,续疑似监客被控制,1.0,0.263,3.6,1.86,,
2_严重0.5-1,cmd_2682,E:\midea_target_asr\datasetA\pos\cmd_2682.wav,E:\midea_target_asr\datasetA\pos\kws_2682.wav,关掉智清洁,会,1.0,0.251,1.82,2.22,,
2_严重0.5-1,cmd_2683,E:\midea_target_asr\datasetA\pos\cmd_2683.wav,E:\midea_target_asr\datasetA\pos\kws_2683.wav,降低温度,叫您问我,1.0,0.1232,1.64,1.75,,
2_严重0.5-1,cmd_2685,E:\midea_target_asr\datasetA\pos\cmd_2685.wav,E:\midea_target_asr\datasetA\pos\kws_2685.wav,科技情报局我想听,看底下M,1.0,0.3333,2.96,1.97,,
2_严重0.5-1,cmd_2687,E:\midea_target_asr\datasetA\pos\cmd_2687.wav,E:\midea_target_asr\datasetA\pos\kws_2687.wav,把温度调到三十度,我会有点多相信,1.0,0.5794,2.09,2.38,,
2_严重0.5-1,cmd_2689,E:\midea_target_asr\datasetA\pos\cmd_2689.wav,E:\midea_target_asr\datasetA\pos\kws_2689.wav,吃什么适合舒缓压力,就让所有粉丝坚持,1.0,0.2187,2.67,1.95,,
2_严重0.5-1,cmd_2693,E:\midea_target_asr\datasetA\pos\cmd_2693.wav,E:\midea_target_asr\datasetA\pos\kws_2693.wav,儿童吃什么好,记者表示,1.0,0.2515,2.47,2.11,,
2_严重0.5-1,cmd_2700,E:\midea_target_asr\datasetA\pos\cmd_2700.wav,E:\midea_target_asr\datasetA\pos\kws_2700.wav,把温度调到二十度,阿文就在大學,1.0,0.2886,2.21,2.1,,
2_严重0.5-1,cmd_2706,E:\midea_target_asr\datasetA\pos\cmd_2706.wav,E:\midea_target_asr\datasetA\pos\kws_2706.wav,把温度调到二十九度,8000,1.0,0.3193,2.37,1.79,,
2_严重0.5-1,cmd_2710,E:\midea_target_asr\datasetA\pos\cmd_2710.wav,E:\midea_target_asr\datasetA\pos\kws_2710.wav,播放磨剑少年,郭汉罗介绍,1.0,0.3717,2.65,2.99,,
2_严重0.5-1,cmd_2713,E:\midea_target_asr\datasetA\pos\cmd_2713.wav,E:\midea_target_asr\datasetA\pos\kws_2713.wav,开启ECO,有什么,1.0,0.1881,1.76,2.13,,
2_严重0.5-1,cmd_2715,E:\midea_target_asr\datasetA\pos\cmd_2715.wav,E:\midea_target_asr\datasetA\pos\kws_2715.wav,降低一度,一例为二,1.0,0.4752,1.73,1.7,,
2_严重0.5-1,cmd_2716,E:\midea_target_asr\datasetA\pos\cmd_2716.wav,E:\midea_target_asr\datasetA\pos\kws_2716.wav,关闭ECO模式,和第一期节目,1.0,0.2432,1.92,2.58,,
2_严重0.5-1,cmd_2717,E:\midea_target_asr\datasetA\pos\cmd_2717.wav,E:\midea_target_asr\datasetA\pos\kws_2717.wav,高血压不推荐吃什么,包水啊,1.0,0.0858,2.78,2.15,,
2_严重0.5-1,cmd_2718,E:\midea_target_asr\datasetA\pos\cmd_2718.wav,E:\midea_target_asr\datasetA\pos\kws_2718.wav,播放激情手风琴曲选集,我吃了,1.0,0.2383,4.06,1.8,,
2_严重0.5-1,cmd_2720,E:\midea_target_asr\datasetA\pos\cmd_2720.wav,E:\midea_target_asr\datasetA\pos\kws_2720.wav,开到二十六度,嗯,1.0,0.2138,1.92,1.68,,
2_严重0.5-1,cmd_2722,E:\midea_target_asr\datasetA\pos\cmd_2722.wav,E:\midea_target_asr\datasetA\pos\kws_2722.wav,风量调到最小,黎州塔,1.0,0.2172,2.15,2.5,,
2_严重0.5-1,cmd_2726,E:\midea_target_asr\datasetA\pos\cmd_2726.wav,E:\midea_target_asr\datasetA\pos\kws_2726.wav,关下空调,我好像有空調,1.0,0.1969,2.05,1.61,,
2_严重0.5-1,cmd_2727,E:\midea_target_asr\datasetA\pos\cmd_2727.wav,E:\midea_target_asr\datasetA\pos\kws_2727.wav,更年期适合吃什么,品与逸区,1.0,0.2529,2.34,1.86,,
2_严重0.5-1,cmd_2735,E:\midea_target_asr\datasetA\pos\cmd_2735.wav,E:\midea_target_asr\datasetA\pos\kws_2735.wav,降低温度,叫你一步,1.0,0.2651,1.94,1.91,,
2_严重0.5-1,cmd_2736,E:\midea_target_asr\datasetA\pos\cmd_2736.wav,E:\midea_target_asr\datasetA\pos\kws_2736.wav,电竞编年史我想听,也实行了类似改革,1.0,0.3423,3.03,1.82,,
2_严重0.5-1,cmd_2740,E:\midea_target_asr\datasetA\pos\cmd_2740.wav,E:\midea_target_asr\datasetA\pos\kws_2740.wav,把温度调到二十二度,您看,1.0,0.2315,2.13,1.69,,
2_严重0.5-1,cmd_2741,E:\midea_target_asr\datasetA\pos\cmd_2741.wav,E:\midea_target_asr\datasetA\pos\kws_2741.wav,风速六十,丰富,1.0,0.1389,4.04,1.62,,
2_严重0.5-1,cmd_2750,E:\midea_target_asr\datasetA\pos\cmd_2750.wav,E:\midea_target_asr\datasetA\pos\kws_2750.wav,降低风量,像米粉麵,1.0,0.1719,1.62,1.77,,
2_严重0.5-1,cmd_2753,E:\midea_target_asr\datasetA\pos\cmd_2753.wav,E:\midea_target_asr\datasetA\pos\kws_2753.wav,关掉空调,你不用手,1.0,0.0539,1.7,2.55,,
2_严重0.5-1,cmd_2754,E:\midea_target_asr\datasetA\pos\cmd_2754.wav,E:\midea_target_asr\datasetA\pos\kws_2754.wav,关掉智清洁,中式的小姐,1.0,0.1997,3.28,1.9,,
2_严重0.5-1,cmd_2755,E:\midea_target_asr\datasetA\pos\cmd_2755.wav,E:\midea_target_asr\datasetA\pos\kws_2755.wav,备孕要少吃什么,全省监管,1.0,0.3309,3.1,1.77,,
2_严重0.5-1,cmd_2756,E:\midea_target_asr\datasetA\pos\cmd_2756.wav,E:\midea_target_asr\datasetA\pos\kws_2756.wav,开到二十二度,廣州延長,1.0,0.1972,2.71,2.43,,
2_严重0.5-1,cmd_2760,E:\midea_target_asr\datasetA\pos\cmd_2760.wav,E:\midea_target_asr\datasetA\pos\kws_2760.wav,播放文静翻唱歌曲集,纯旭芯片VN,1.0,0.3799,3.38,2.03,,
2_严重0.5-1,cmd_2761,E:\midea_target_asr\datasetA\pos\cmd_2761.wav,E:\midea_target_asr\datasetA\pos\kws_2761.wav,打开上下风,但是,1.0,0.2709,1.72,3.12,,
2_严重0.5-1,cmd_2763,E:\midea_target_asr\datasetA\pos\cmd_2763.wav,E:\midea_target_asr\datasetA\pos\kws_2763.wav,风往下吹,我待會兒,1.0,0.1449,1.57,1.76,,
2_严重0.5-1,cmd_2768,E:\midea_target_asr\datasetA\pos\cmd_2768.wav,E:\midea_target_asr\datasetA\pos\kws_2768.wav,风速十,商店,1.0,0.1015,1.92,2.07,,
2_严重0.5-1,cmd_2771,E:\midea_target_asr\datasetA\pos\cmd_2771.wav,E:\midea_target_asr\datasetA\pos\kws_2771.wav,开启智清洁,OK,1.0,0.0246,1.99,1.77,,
2_严重0.5-1,cmd_2772,E:\midea_target_asr\datasetA\pos\cmd_2772.wav,E:\midea_target_asr\datasetA\pos\kws_2772.wav,脚气适合吃什么,来不断提醒,1.0,0.1809,2.41,2.25,,
2_严重0.5-1,cmd_2773,E:\midea_target_asr\datasetA\pos\cmd_2773.wav,E:\midea_target_asr\datasetA\pos\kws_2773.wav,感冒吃什么合适,有重視乎的視乎,1.0,0.2016,2.03,1.33,,
2_严重0.5-1,cmd_2774,E:\midea_target_asr\datasetA\pos\cmd_2774.wav,E:\midea_target_asr\datasetA\pos\kws_2774.wav,吃什么可以明目,利益玉,1.0,0.0542,2.63,1.63,,
2_严重0.5-1,cmd_2776,E:\midea_target_asr\datasetA\pos\cmd_2776.wav,E:\midea_target_asr\datasetA\pos\kws_2776.wav,空调二十一度,拿水掉,1.0,0.1673,1.83,1.78,,
2_严重0.5-1,cmd_2783,E:\midea_target_asr\datasetA\pos\cmd_2783.wav,E:\midea_target_asr\datasetA\pos\kws_2783.wav,空调二十一度,熊燃燒的柴鞋,1.0,0.1748,1.76,1.63,,
2_严重0.5-1,cmd_2792,E:\midea_target_asr\datasetA\pos\cmd_2792.wav,E:\midea_target_asr\datasetA\pos\kws_2792.wav,播放减压放松音乐合集,不是还考虑,1.0,0.1206,3.54,2.38,,
2_严重0.5-1,cmd_2798,E:\midea_target_asr\datasetA\pos\cmd_2798.wav,E:\midea_target_asr\datasetA\pos\kws_2798.wav,吃什么可以防辐射,被严重嘀咕,1.0,0.496,2.99,1.89,,
2_严重0.5-1,cmd_2806,E:\midea_target_asr\datasetA\pos\cmd_2806.wav,E:\midea_target_asr\datasetA\pos\kws_2806.wav,把温度调到十六度,很多条路就行了,1.0,0.0988,2.33,1.97,,
2_严重0.5-1,cmd_2809,E:\midea_target_asr\datasetA\pos\cmd_2809.wav,E:\midea_target_asr\datasetA\pos\kws_2809.wav,播放架子鼓示范四十首,婴儿患罕见病,1.0,0.2713,2.95,2.34,,
2_严重0.5-1,cmd_2812,E:\midea_target_asr\datasetA\pos\cmd_2812.wav,E:\midea_target_asr\datasetA\pos\kws_2812.wav,高血糖吃什么有好处,同比增速放缓,1.0,0.2476,2.63,1.64,,
2_严重0.5-1,cmd_2814,E:\midea_target_asr\datasetA\pos\cmd_2814.wav,E:\midea_target_asr\datasetA\pos\kws_2814.wav,关闭屏幕,好棒,1.0,0.1097,1.69,1.9,,
2_严重0.5-1,cmd_2817,E:\midea_target_asr\datasetA\pos\cmd_2817.wav,E:\midea_target_asr\datasetA\pos\kws_2817.wav,风速调到百分之四十,3112833,1.0,0.4383,2.2,1.54,,
2_严重0.5-1,cmd_2818,E:\midea_target_asr\datasetA\pos\cmd_2818.wav,E:\midea_target_asr\datasetA\pos\kws_2818.wav,停止左右风,真的真的,1.0,0.1797,1.8,1.64,,
