集,id,唤醒音频,唤醒文本,识别音频,识别文本
POS,308,pos/kws_308.wav,hi colmo,pos/cmd_308.wav,关闭音箱
POS,309,pos/kws_309.wav,hi colmo,pos/cmd_309.wav,打开回家模式
POS,310,pos/kws_310.wav,你好科慕,pos/cmd_310.wav,打开连续对话
POS,311,pos/kws_311.wav,hi colmo,pos/cmd_311.wav,取消吃饭模式
POS,312,pos/kws_312.wav,hi colmo,pos/cmd_312.wav,灯光亮度调百分之一百
POS,313,pos/kws_313.wav,你好科慕,pos/cmd_313.wav,换一首歌
POS,314,pos/kws_314.wav,hi colmo,pos/cmd_314.wav,帮我预约十五点洗衣服
POS,315,pos/kws_315.wav,你好科慕,pos/cmd_315.wav,灯的色温调亮
POS,316,pos/kws_316.wav,hi colmo,pos/cmd_316.wav,打开全部空调
POS,317,pos/kws_317.wav,你好科慕,pos/cmd_317.wav,打开空调打开灯
POS,318,pos/kws_318.wav,hi colmo,pos/cmd_318.wav,空调二十六度风速风速最小
POS,319,pos/kws_319.wav,hi colmo,pos/cmd_319.wav,你都有什么场景啊
POS,320,pos/kws_320.wav,hi colmo,pos/cmd_320.wav,室内有点暗灯光调到最亮然后把窗帘打开
POS,321,pos/kws_321.wav,hi colmo,pos/cmd_321.wav,指令刚才错了
POS,322,pos/kws_322.wav,hi colmo,pos/cmd_322.wav,十四点五十五
POS,323,pos/kws_323.wav,hi colmo,pos/cmd_323.wav,我要吃饭了我要做饭了
POS,324,pos/kws_324.wav,hi colmo,pos/cmd_324.wav,就这样子把风速减小
POS,325,pos/kws_325.wav,hi colmo,pos/cmd_325.wav,所有灯光亮度调到百分之一百
POS,326,pos/kws_326.wav,hi colmo,pos/cmd_326.wav,干衣机取消操作
POS,327,pos/kws_327.wav,hi colmo,pos/cmd_327.wav,我要拿碗
POS,328,pos/kws_328.wav,hi colmo,pos/cmd_328.wav,从医院穿回来的衣服怎么洗才够干净
POS,329,pos/kws_329.wav,hi colmo,pos/cmd_329.wav,打开氛围灯
POS,330,pos/kws_330.wav,hi colmo,pos/cmd_330.wav,打开冰箱门
POS,331,pos/kws_331.wav,hi colmo,pos/cmd_331.wav,变成日常模式灯光常亮冷色调
POS,332,pos/kws_332.wav,hi colmo,pos/cmd_332.wav,灯光全开
POS,333,pos/kws_333.wav,hi colmo,pos/cmd_333.wav,空调二十六度风度风速最小
POS,334,pos/kws_334.wav,hi colmo,pos/cmd_334.wav,打开茶室空调
POS,335,pos/kws_335.wav,hi colmo,pos/cmd_335.wav,暂停卷帘
POS,336,pos/kws_336.wav,hi colmo,pos/cmd_336.wav,呃这个这个我们等会可以帮你连做关闭
POS,337,pos/kws_337.wav,hi colmo,pos/cmd_337.wav,十一点三十一分
POS,338,pos/kws_338.wav,你好科慕,pos/cmd_338.wav,打开空调空调的温度调到二十四最低风速打开窗帘灯的色温调暖一点打开图灵烟机打开图灵烤箱
POS,339,pos/kws_339.wav,你好科慕,pos/cmd_339.wav,把所有灯打开
POS,340,pos/kws_340.wav,hi colmo,pos/cmd_340.wav,用餐模式
POS,341,pos/kws_341.wav,hi colmo,pos/cmd_341.wav,色调帮我调成冷色调
POS,342,pos/kws_342.wav,hi colmo,pos/cmd_342.wav,打开抽油烟机
POS,343,pos/kws_343.wav,hi colmo,pos/cmd_343.wav,呃我要做饭了
POS,344,pos/kws_344.wav,hi colmo,pos/cmd_344.wav,音乐关闭
POS,345,pos/kws_345.wav,hi colmo,pos/cmd_345.wav,空调二十六摄氏度
POS,346,pos/kws_346.wav,你好科慕,pos/cmd_346.wav,微蒸烤箱关机
POS,347,pos/kws_347.wav,你好科慕,pos/cmd_347.wav,关闭全部灯光
POS,348,pos/kws_348.wav,hi colmo,pos/cmd_348.wav,打开会客模式
POS,349,pos/kws_349.wav,你好科慕,pos/cmd_349.wav,呃吃饭了
POS,350,pos/kws_350.wav,hi colmo,pos/cmd_350.wav,恢复正常模式
POS,351,pos/kws_351.wav,你好科慕,pos/cmd_351.wav,关窗帘关空调关灯
POS,352,pos/kws_352.wav,hi colmo,pos/cmd_352.wav,声音调大一点
POS,353,pos/kws_353.wav,hi colmo,pos/cmd_353.wav,打开灶打开烟机
POS,354,pos/kws_354.wav,你好科慕,pos/cmd_354.wav,把舒适专家的灯光亮度调到百分之十
POS,355,pos/kws_355.wav,hi colmo,pos/cmd_355.wav,呃太亮了
POS,356,pos/kws_356.wav,hi colmo,pos/cmd_356.wav,窗帘停下
POS,357,pos/kws_357.wav,hi colmo,pos/cmd_357.wav,温度调到三十度
POS,358,pos/kws_358.wav,hi colmo,pos/cmd_358.wav,呃关闭油烟机
POS,359,pos/kws_359.wav,你好科慕,pos/cmd_359.wav,完全关闭窗帘
POS,360,pos/kws_360.wav,hi colmo,pos/cmd_360.wav,我出门了
POS,361,pos/kws_361.wav,hi colmo,pos/cmd_361.wav,拉上窗帘
POS,362,pos/kws_362.wav,hi colmo,pos/cmd_362.wav,帮我预约十四点洗衣服
POS,363,pos/kws_363.wav,hi colmo,pos/cmd_363.wav,灯光有点亮
POS,2000,pos/kws_2000.wav,小惟小惟,pos/cmd_2000.wav,播放盖世音雄原创音乐
POS,2001,pos/kws_2001.wav,hi colmo,pos/cmd_2001.wav,给我讲乱世枭雄杜月笙
POS,2002,pos/kws_2002.wav,你好天天,pos/cmd_2002.wav,开屏幕
POS,2003,pos/kws_2003.wav,小甜甜,pos/cmd_2003.wav,打开热风
POS,2004,pos/kws_2004.wav,小点小点,pos/cmd_2004.wav,关掉智控温
POS,2005,pos/kws_2005.wav,你好小天,pos/cmd_2005.wav,空调二十度
POS,2006,pos/kws_2006.wav,大喜大喜,pos/cmd_2006.wav,开屏幕
POS,2007,pos/kws_2007.wav,小T小T,pos/cmd_2007.wav,风速调最小
POS,2008,pos/kws_2008.wav,大喜大喜,pos/cmd_2008.wav,打开节能模式
POS,2009,pos/kws_2009.wav,小天才,pos/cmd_2009.wav,低速风
POS,2010,pos/kws_2010.wav,你好天天,pos/cmd_2010.wav,把空调关闭
POS,2011,pos/kws_2011.wav,你好天天,pos/cmd_2011.wav,打开左右扫风
POS,2012,pos/kws_2012.wav,小惟小惟,pos/cmd_2012.wav,锋言疯语我想听
POS,2013,pos/kws_2013.wav,小惟小惟,pos/cmd_2013.wav,播放十大样板戏精选集
POS,2014,pos/kws_2014.wav,小美小美,pos/cmd_2014.wav,便秘适宜吃什么
POS,2015,pos/kws_2015.wav,hi colmo,pos/cmd_2015.wav,科技有意思我想听
POS,2016,pos/kws_2016.wav,小天才,pos/cmd_2016.wav,打开睡眠模式
POS,2017,pos/kws_2017.wav,嗨机器人,pos/cmd_2017.wav,空调二十度
POS,2018,pos/kws_2018.wav,天天同学,pos/cmd_2018.wav,关掉智控温
POS,2019,pos/kws_2019.wav,天天同学,pos/cmd_2019.wav,关闭节能模式
POS,2020,pos/kws_2020.wav,小编小编,pos/cmd_2020.wav,关机空调
POS,2021,pos/kws_2021.wav,你好小天,pos/cmd_2021.wav,风速自动
POS,2022,pos/kws_2022.wav,hi colmo,pos/cmd_2022.wav,便秘适宜吃什么
POS,2023,pos/kws_2023.wav,你好天天,pos/cmd_2023.wav,风速自动
POS,2024,pos/kws_2024.wav,小惟小惟,pos/cmd_2024.wav,吃什么有利于儿童
POS,2025,pos/kws_2025.wav,小惟小惟,pos/cmd_2025.wav,便秘不推荐吃什么食物
POS,2026,pos/kws_2026.wav,嗨扫地机,pos/cmd_2026.wav,风量小一点
POS,2027,pos/kws_2027.wav,小美小美,pos/cmd_2027.wav,吃什么有利于补铁
POS,2028,pos/kws_2028.wav,小双同学,pos/cmd_2028.wav,风向向左
POS,2029,pos/kws_2029.wav,小T小T,pos/cmd_2029.wav,风往中间吹
POS,2030,pos/kws_2030.wav,小惟小惟,pos/cmd_2030.wav,腹泻要吃什么好
POS,2031,pos/kws_2031.wav,你好小天,pos/cmd_2031.wav,风量最小
POS,2032,pos/kws_2032.wav,小美小美,pos/cmd_2032.wav,给我放乡村爱情王云
POS,2033,pos/kws_2033.wav,hi colmo,pos/cmd_2033.wav,哺乳期适宜吃什么
POS,2034,pos/kws_2034.wav,小天同学,pos/cmd_2034.wav,太热了
POS,2035,pos/kws_2035.wav,小天小天,pos/cmd_2035.wav,请把风摆向右边
POS,2036,pos/kws_2036.wav,小美小美,pos/cmd_2036.wav,脚气病适宜吃什么
POS,2037,pos/kws_2037.wav,你好小天,pos/cmd_2037.wav,风速二十
POS,2038,pos/kws_2038.wav,小惟小惟,pos/cmd_2038.wav,儿童适合吃什么
POS,2039,pos/kws_2039.wav,你好天天,pos/cmd_2039.wav,关闭屏幕
POS,2040,pos/kws_2040.wav,天天同学,pos/cmd_2040.wav,打开屏幕
POS,2041,pos/kws_2041.wav,小天小天,pos/cmd_2041.wav,开启防直吹模式
POS,2042,pos/kws_2042.wav,小甜甜,pos/cmd_2042.wav,关闭ECO模式
POS,2043,pos/kws_2043.wav,小甜甜,pos/cmd_2043.wav,关闭显示屏
POS,2044,pos/kws_2044.wav,小钱小钱,pos/cmd_2044.wav,打开显示屏
POS,2045,pos/kws_2045.wav,小美小美,pos/cmd_2045.wav,播放吐槽大会
POS,2046,pos/kws_2046.wav,hi colmo,pos/cmd_2046.wav,更年期要少吃什么
POS,2047,pos/kws_2047.wav,你好天天,pos/cmd_2047.wav,开到二十度
POS,2048,pos/kws_2048.wav,hi colmo,pos/cmd_2048.wav,播放安养曲
POS,2049,pos/kws_2049.wav,hi colmo,pos/cmd_2049.wav,便秘不推荐吃什么食物
POS,2050,pos/kws_2050.wav,小点小点,pos/cmd_2050.wav,开开空调
POS,2051,pos/kws_2051.wav,hi colmo,pos/cmd_2051.wav,播放卡尔经典绘本音频
POS,2052,pos/kws_2052.wav,大喜大喜,pos/cmd_2052.wav,温度调到二十七
POS,2053,pos/kws_2053.wav,小点小点,pos/cmd_2053.wav,关闭节能模式
POS,2054,pos/kws_2054.wav,嗨机器人,pos/cmd_2054.wav,风速调到百分之八十
POS,2055,pos/kws_2055.wav,hi colmo,pos/cmd_2055.wav,播放鹅妈妈童谣黄本
POS,2056,pos/kws_2056.wav,小编小编,pos/cmd_2056.wav,防直吹模式
POS,2057,pos/kws_2057.wav,嗨扫地机,pos/cmd_2057.wav,减小风量
POS,2058,pos/kws_2058.wav,天天同学,pos/cmd_2058.wav,关掉睡眠
POS,2059,pos/kws_2059.wav,你好小天,pos/cmd_2059.wav,风速最小
POS,2060,pos/kws_2060.wav,天天同学,pos/cmd_2060.wav,开启无风模式
POS,2061,pos/kws_2061.wav,小双同学,pos/cmd_2061.wav,关一下空调
POS,2062,pos/kws_2062.wav,小美小美,pos/cmd_2062.wav,拆滤网的步骤
POS,2063,pos/kws_2063.wav,你好小天,pos/cmd_2063.wav,开启智控温
POS,2064,pos/kws_2064.wav,你好天天,pos/cmd_2064.wav,把温度调到十九度
POS,2065,pos/kws_2065.wav,小钱小钱,pos/cmd_2065.wav,空调二十度
POS,2066,pos/kws_2066.wav,小惟小惟,pos/cmd_2066.wav,减肥吃什么有好处
POS,2067,pos/kws_2067.wav,小编小编,pos/cmd_2067.wav,开启智清洁
POS,2068,pos/kws_2068.wav,你好小天,pos/cmd_2068.wav,空调十九度
POS,2069,pos/kws_2069.wav,hi colmo,pos/cmd_2069.wav,播放我爱幼儿园全
POS,2070,pos/kws_2070.wav,小天小天,pos/cmd_2070.wav,ECO模式
POS,2071,pos/kws_2071.wav,你好天天,pos/cmd_2071.wav,ECO模式
POS,2072,pos/kws_2072.wav,小天同学,pos/cmd_2072.wav,开启睡眠模式
POS,2073,pos/kws_2073.wav,大喜大喜,pos/cmd_2073.wav,关掉智控温
POS,2074,pos/kws_2074.wav,hi colmo,pos/cmd_2074.wav,高血压适宜吃什么
POS,2075,pos/kws_2075.wav,小点小点,pos/cmd_2075.wav,把空调关上
POS,2076,pos/kws_2076.wav,小惟小惟,pos/cmd_2076.wav,防辐射吃什么合适
POS,2077,pos/kws_2077.wav,你好小天,pos/cmd_2077.wav,出风口设置最上
POS,2078,pos/kws_2078.wav,小天同学,pos/cmd_2078.wav,往中间扫风
POS,2079,pos/kws_2079.wav,小天才,pos/cmd_2079.wav,防直吹
POS,2080,pos/kws_2080.wav,小惟小惟,pos/cmd_2080.wav,儿童适合吃什么
POS,2081,pos/kws_2081.wav,小钱小钱,pos/cmd_2081.wav,风速调高
POS,2082,pos/kws_2082.wav,小天才,pos/cmd_2082.wav,关掉睡眠
POS,2083,pos/kws_2083.wav,小天同学,pos/cmd_2083.wav,空调送风模式
POS,2084,pos/kws_2084.wav,小美小美,pos/cmd_2084.wav,胆固醇高不能吃什么
POS,2085,pos/kws_2085.wav,你好小双,pos/cmd_2085.wav,风速调到最小风
POS,2086,pos/kws_2086.wav,大喜大喜,pos/cmd_2086.wav,关机空调
POS,2087,pos/kws_2087.wav,大喜大喜,pos/cmd_2087.wav,空调调到送风模式
POS,2088,pos/kws_2088.wav,hi colmo,pos/cmd_2088.wav,播放小球听民乐数字歌
POS,2089,pos/kws_2089.wav,小天才,pos/cmd_2089.wav,开到十六度
POS,2090,pos/kws_2090.wav,小美小美,pos/cmd_2090.wav,播放童音版唐诗
POS,2091,pos/kws_2091.wav,小惟小惟,pos/cmd_2091.wav,儿童要少吃什么
POS,2092,pos/kws_2092.wav,大喜大喜,pos/cmd_2092.wav,启动自动模式
POS,2093,pos/kws_2093.wav,小双同学,pos/cmd_2093.wav,空调十六度
POS,2094,pos/kws_2094.wav,小T小T,pos/cmd_2094.wav,打开屏幕
POS,2095,pos/kws_2095.wav,小天小天,pos/cmd_2095.wav,风速开到最大
POS,2096,pos/kws_2096.wav,你好小双,pos/cmd_2096.wav,风速开到最大
POS,2097,pos/kws_2097.wav,hi colmo,pos/cmd_2097.wav,吃什么可以补铁
POS,2098,pos/kws_2098.wav,小天小天,pos/cmd_2098.wav,调到二十八度
POS,2099,pos/kws_2099.wav,你好小双,pos/cmd_2099.wav,开启自动模式
POS,2100,pos/kws_2100.wav,小编小编,pos/cmd_2100.wav,风速调到百分之三十
POS,2101,pos/kws_2101.wav,小惟小惟,pos/cmd_2101.wav,感冒不能吃什么食物
POS,2102,pos/kws_2102.wav,大喜大喜,pos/cmd_2102.wav,关掉智控温
POS,2103,pos/kws_2103.wav,小美小美,pos/cmd_2103.wav,播放胖哥电影说
POS,2104,pos/kws_2104.wav,小美小美,pos/cmd_2104.wav,补铁吃什么好
POS,2105,pos/kws_2105.wav,小惟小惟,pos/cmd_2105.wav,播放乐乐讲故事第三季
POS,2106,pos/kws_2106.wav,你好小双,pos/cmd_2106.wav,开启ECO
POS,2107,pos/kws_2107.wav,小甜甜,pos/cmd_2107.wav,把温度调到二十六度
POS,2108,pos/kws_2108.wav,小惟小惟,pos/cmd_2108.wav,科技有意思我想听
POS,2109,pos/kws_2109.wav,小惟小惟,pos/cmd_2109.wav,儿童不能吃什么
POS,2110,pos/kws_2110.wav,大喜大喜,pos/cmd_2110.wav,风速五十
POS,2111,pos/kws_2111.wav,小点小点,pos/cmd_2111.wav,开启制冷模式
POS,2112,pos/kws_2112.wav,小天小天,pos/cmd_2112.wav,调到抽湿模式
POS,2113,pos/kws_2113.wav,嗨机器人,pos/cmd_2113.wav,把温度调到二十一度
POS,2114,pos/kws_2114.wav,你好天天,pos/cmd_2114.wav,风速九十
POS,2115,pos/kws_2115.wav,小美小美,pos/cmd_2115.wav,播放鬼畜洗脑神曲
POS,2116,pos/kws_2116.wav,hi colmo,pos/cmd_2116.wav,儿童适合吃什么
POS,2117,pos/kws_2117.wav,嗨扫地机,pos/cmd_2117.wav,风量调小
POS,2118,pos/kws_2118.wav,小惟小惟,pos/cmd_2118.wav,拆滤网的步骤
POS,2119,pos/kws_2119.wav,你好小天,pos/cmd_2119.wav,开到二十一度
POS,2120,pos/kws_2120.wav,小惟小惟,pos/cmd_2120.wav,儿童不能吃什么
POS,2121,pos/kws_2121.wav,小编小编,pos/cmd_2121.wav,风速调到最大
POS,2122,pos/kws_2122.wav,小双同学,pos/cmd_2122.wav,风向调到下边
POS,2123,pos/kws_2123.wav,小美小美,pos/cmd_2123.wav,吃什么适合哺乳期
POS,2124,pos/kws_2124.wav,天天同学,pos/cmd_2124.wav,风速一百
POS,2125,pos/kws_2125.wav,小惟小惟,pos/cmd_2125.wav,高血脂不适合吃什么
POS,2126,pos/kws_2126.wav,hi colmo,pos/cmd_2126.wav,吃什么可以补铁
POS,2127,pos/kws_2127.wav,小甜甜,pos/cmd_2127.wav,关闭新风模式
POS,2128,pos/kws_2128.wav,嗨机器人,pos/cmd_2128.wav,风小一点
POS,2129,pos/kws_2129.wav,小天同学,pos/cmd_2129.wav,开启自动模式
POS,2130,pos/kws_2130.wav,你好天天,pos/cmd_2130.wav,开启智控温
POS,2131,pos/kws_2131.wav,小双同学,pos/cmd_2131.wav,开到二十三度
POS,2132,pos/kws_2132.wav,天天同学,pos/cmd_2132.wav,开启睡眠模式
POS,2133,pos/kws_2133.wav,嗨扫地机,pos/cmd_2133.wav,把温度调到二十八度
POS,2134,pos/kws_2134.wav,hi colmo,pos/cmd_2134.wav,出现异常声响
POS,2135,pos/kws_2135.wav,小惟小惟,pos/cmd_2135.wav,播放女神的贴身高手
POS,2136,pos/kws_2136.wav,你好天天,pos/cmd_2136.wav,开屏幕
POS,2137,pos/kws_2137.wav,你好小天,pos/cmd_2137.wav,打开睡眠模式
POS,2138,pos/kws_2138.wav,小编小编,pos/cmd_2138.wav,空调十六度
POS,2139,pos/kws_2139.wav,小钱小钱,pos/cmd_2139.wav,关闭左右风
POS,2140,pos/kws_2140.wav,你好小天,pos/cmd_2140.wav,低速风
POS,2141,pos/kws_2141.wav,小点小点,pos/cmd_2141.wav,把温度调到二十度
POS,2142,pos/kws_2142.wav,小天同学,pos/cmd_2142.wav,空调左右摆风
POS,2143,pos/kws_2143.wav,小惟小惟,pos/cmd_2143.wav,备孕有什么饮食禁忌
POS,2144,pos/kws_2144.wav,小点小点,pos/cmd_2144.wav,风速调到最小
POS,2145,pos/kws_2145.wav,小惟小惟,pos/cmd_2145.wav,腹泻适宜吃什么
POS,2146,pos/kws_2146.wav,hi colmo,pos/cmd_2146.wav,播放巴赫初级钢琴曲
POS,2147,pos/kws_2147.wav,小天同学,pos/cmd_2147.wav,开启除湿模式
POS,2148,pos/kws_2148.wav,小点小点,pos/cmd_2148.wav,开启睡眠模式
POS,2149,pos/kws_2149.wav,小天同学,pos/cmd_2149.wav,降低一度
POS,2150,pos/kws_2150.wav,小天才,pos/cmd_2150.wav,风向中间吹
POS,2151,pos/kws_2151.wav,大喜大喜,pos/cmd_2151.wav,开到十八度
POS,2152,pos/kws_2152.wav,你好天天,pos/cmd_2152.wav,开启除湿模式
POS,2153,pos/kws_2153.wav,小双同学,pos/cmd_2153.wav,风向调到上边
POS,2154,pos/kws_2154.wav,小编小编,pos/cmd_2154.wav,风速最低
POS,2155,pos/kws_2155.wav,小美小美,pos/cmd_2155.wav,防辐射吃什么合适
POS,2156,pos/kws_2156.wav,小天同学,pos/cmd_2156.wav,关掉节能模式
POS,2157,pos/kws_2157.wav,小钱小钱,pos/cmd_2157.wav,开启无风感
POS,2158,pos/kws_2158.wav,hi colmo,pos/cmd_2158.wav,拆滤网的步骤
POS,2159,pos/kws_2159.wav,小天小天,pos/cmd_2159.wav,开启制热模式
POS,2160,pos/kws_2160.wav,小钱小钱,pos/cmd_2160.wav,开下空调
POS,2161,pos/kws_2161.wav,你好小天,pos/cmd_2161.wav,开启防直吹
POS,2162,pos/kws_2162.wav,小美小美,pos/cmd_2162.wav,便秘不推荐吃什么食物
POS,2163,pos/kws_2163.wav,小T小T,pos/cmd_2163.wav,风摆向下边
POS,2164,pos/kws_2164.wav,小惟小惟,pos/cmd_2164.wav,科学声音龙门阵我想听
POS,2165,pos/kws_2165.wav,hi colmo,pos/cmd_2165.wav,产妇适合吃哪些食物
POS,2166,pos/kws_2166.wav,嗨扫地机,pos/cmd_2166.wav,开启防直吹
POS,2167,pos/kws_2167.wav,小惟小惟,pos/cmd_2167.wav,科技情报局我想听
POS,2168,pos/kws_2168.wav,小美小美,pos/cmd_2168.wav,便秘适合吃哪些食物
POS,2169,pos/kws_2169.wav,小惟小惟,pos/cmd_2169.wav,备孕要少吃什么
POS,2170,pos/kws_2170.wav,你好小双,pos/cmd_2170.wav,风摆向右边
POS,2171,pos/kws_2171.wav,小天同学,pos/cmd_2171.wav,往右吹
POS,2172,pos/kws_2172.wav,hi colmo,pos/cmd_2172.wav,更年期适合吃什么
POS,2173,pos/kws_2173.wav,小美小美,pos/cmd_2173.wav,播放少儿版红楼梦
POS,2174,pos/kws_2174.wav,天天同学,pos/cmd_2174.wav,ECO模式
POS,2175,pos/kws_2175.wav,嗨机器人,pos/cmd_2175.wav,关掉节能模式
POS,2176,pos/kws_2176.wav,小甜甜,pos/cmd_2176.wav,开到十六度
POS,2177,pos/kws_2177.wav,小美小美,pos/cmd_2177.wav,播放大红妈妈精心讲绘本
POS,2178,pos/kws_2178.wav,你好小双,pos/cmd_2178.wav,把温度调到二十七度
POS,2179,pos/kws_2179.wav,小T小T,pos/cmd_2179.wav,把温度调到二十七度
POS,2180,pos/kws_2180.wav,小双同学,pos/cmd_2180.wav,开启智清洁
POS,2181,pos/kws_2181.wav,小美小美,pos/cmd_2181.wav,吃哪些食物有利于腹泻
POS,2182,pos/kws_2182.wav,你好天天,pos/cmd_2182.wav,开启智控温
POS,2183,pos/kws_2183.wav,小惟小惟,pos/cmd_2183.wav,播放伟人
POS,2184,pos/kws_2184.wav,小甜甜,pos/cmd_2184.wav,打开省电模式
POS,2185,pos/kws_2185.wav,嗨机器人,pos/cmd_2185.wav,打开新风模式
POS,2186,pos/kws_2186.wav,小点小点,pos/cmd_2186.wav,开启智清洁
POS,2187,pos/kws_2187.wav,小天才,pos/cmd_2187.wav,开到十七度
POS,2188,pos/kws_2188.wav,小美小美,pos/cmd_2188.wav,吃什么有利于脂肪肝
POS,2189,pos/kws_2189.wav,小惟小惟,pos/cmd_2189.wav,吃什么有利于防辐射
POS,2190,pos/kws_2190.wav,小天才,pos/cmd_2190.wav,关掉智清洁
POS,2191,pos/kws_2191.wav,小天才,pos/cmd_2191.wav,打开冷风
POS,2192,pos/kws_2192.wav,小甜甜,pos/cmd_2192.wav,把温度调到二十九度
POS,2193,pos/kws_2193.wav,你好天天,pos/cmd_2193.wav,风向调到右边
POS,2194,pos/kws_2194.wav,小惟小惟,pos/cmd_2194.wav,产妇哪些食物需要忌口
POS,2195,pos/kws_2195.wav,小美小美,pos/cmd_2195.wav,备孕有什么饮食禁忌
POS,2196,pos/kws_2196.wav,小钱小钱,pos/cmd_2196.wav,把温度调到二十五度
POS,2197,pos/kws_2197.wav,hi colmo,pos/cmd_2197.wav,锋言疯语我想听
POS,2198,pos/kws_2198.wav,hi colmo,pos/cmd_2198.wav,放首粤语歌吧
POS,2199,pos/kws_2199.wav,小美小美,pos/cmd_2199.wav,播放聊音乐
POS,2200,pos/kws_2200.wav,小点小点,pos/cmd_2200.wav,关闭显示屏
POS,2201,pos/kws_2201.wav,嗨扫地机,pos/cmd_2201.wav,减小风量
POS,2202,pos/kws_2202.wav,hi colmo,pos/cmd_2202.wav,防脱发推荐吃哪些食物
POS,2203,pos/kws_2203.wav,小美小美,pos/cmd_2203.wav,讲个名人故事吧
POS,2204,pos/kws_2204.wav,hi colmo,pos/cmd_2204.wav,播放激情手风琴曲选集
POS,2205,pos/kws_2205.wav,小美小美,pos/cmd_2205.wav,备孕适合吃什么
POS,2206,pos/kws_2206.wav,小惟小惟,pos/cmd_2206.wav,放首歌吧
POS,2207,pos/kws_2207.wav,小双同学,pos/cmd_2207.wav,风速开到最小
POS,2208,pos/kws_2208.wav,hi colmo,pos/cmd_2208.wav,护发吃什么好
POS,2209,pos/kws_2209.wav,小钱小钱,pos/cmd_2209.wav,打开显示屏
POS,2210,pos/kws_2210.wav,小惟小惟,pos/cmd_2210.wav,黑发哪些食物需要忌口
POS,2211,pos/kws_2211.wav,你好小天,pos/cmd_2211.wav,风速调高一点
POS,2212,pos/kws_2212.wav,大喜大喜,pos/cmd_2212.wav,关下空调
POS,2213,pos/kws_2213.wav,小惟小惟,pos/cmd_2213.wav,吃什么适合哺乳期
POS,2214,pos/kws_2214.wav,小编小编,pos/cmd_2214.wav,把温度调到二十五度
POS,2215,pos/kws_2215.wav,hi colmo,pos/cmd_2215.wav,播放我爸爸我妈妈
POS,2216,pos/kws_2216.wav,小天才,pos/cmd_2216.wav,风速调大一点
POS,2217,pos/kws_2217.wav,小甜甜,pos/cmd_2217.wav,开一下空调
POS,2218,pos/kws_2218.wav,天天同学,pos/cmd_2218.wav,把空调关闭
POS,2219,pos/kws_2219.wav,天天同学,pos/cmd_2219.wav,打开节能模式
POS,2220,pos/kws_2220.wav,你好小天,pos/cmd_2220.wav,风向向下
POS,2221,pos/kws_2221.wav,小点小点,pos/cmd_2221.wav,打开ECO模式
POS,2222,pos/kws_2222.wav,小钱小钱,pos/cmd_2222.wav,开到二十六度
POS,2223,pos/kws_2223.wav,小T小T,pos/cmd_2223.wav,打开睡眠模式
POS,2224,pos/kws_2224.wav,hi colmo,pos/cmd_2224.wav,混乱博物馆我想听
POS,2225,pos/kws_2225.wav,小T小T,pos/cmd_2225.wav,加大风量
POS,2226,pos/kws_2226.wav,你好小天,pos/cmd_2226.wav,风速调自动
POS,2227,pos/kws_2227.wav,大喜大喜,pos/cmd_2227.wav,调到十七度
POS,2228,pos/kws_2228.wav,小惟小惟,pos/cmd_2228.wav,混乱博物馆我想听
POS,2229,pos/kws_2229.wav,hi colmo,pos/cmd_2229.wav,拆滤网的步骤
POS,2230,pos/kws_2230.wav,小甜甜,pos/cmd_2230.wav,风向上吹
POS,2231,pos/kws_2231.wav,hi colmo,pos/cmd_2231.wav,便秘不适合吃什么
POS,2232,pos/kws_2232.wav,小点小点,pos/cmd_2232.wav,风摆向左边
POS,2233,pos/kws_2233.wav,小美小美,pos/cmd_2233.wav,给我放劲爆歌曲
POS,2234,pos/kws_2234.wav,大喜大喜,pos/cmd_2234.wav,开启防直吹
POS,2235,pos/kws_2235.wav,小甜甜,pos/cmd_2235.wav,把风速调大一点
POS,2236,pos/kws_2236.wav,hi colmo,pos/cmd_2236.wav,减肥吃什么好
POS,2237,pos/kws_2237.wav,小点小点,pos/cmd_2237.wav,风速七十
POS,2238,pos/kws_2238.wav,小惟小惟,pos/cmd_2238.wav,播放神笔马良
POS,2239,pos/kws_2239.wav,小点小点,pos/cmd_2239.wav,开启ECO
POS,2240,pos/kws_2240.wav,hi colmo,pos/cmd_2240.wav,播放墨子苏
POS,2241,pos/kws_2241.wav,小美小美,pos/cmd_2241.wav,电竞编年史我想听
POS,2242,pos/kws_2242.wav,你好小双,pos/cmd_2242.wav,开启防直吹
POS,2243,pos/kws_2243.wav,小美小美,pos/cmd_2243.wav,播放我爸爸我妈妈
POS,2244,pos/kws_2244.wav,小编小编,pos/cmd_2244.wav,开启智控温
POS,2245,pos/kws_2245.wav,hi colmo,pos/cmd_2245.wav,防脱发推荐吃哪些食物
POS,2246,pos/kws_2246.wav,小美小美,pos/cmd_2246.wav,腹泻要吃什么好
POS,2247,pos/kws_2247.wav,你好小双,pos/cmd_2247.wav,风向下吹
POS,2248,pos/kws_2248.wav,hi colmo,pos/cmd_2248.wav,便秘适宜吃什么
POS,2249,pos/kws_2249.wav,你好小双,pos/cmd_2249.wav,把温度调到十六度
POS,2250,pos/kws_2250.wav,大喜大喜,pos/cmd_2250.wav,开一下空调
POS,2251,pos/kws_2251.wav,小双同学,pos/cmd_2251.wav,把温度调到三十度
POS,2252,pos/kws_2252.wav,小惟小惟,pos/cmd_2252.wav,备孕适合吃什么
